text,target,label,start,end
unfortunately couldnt watch the open debate on lottery scam btwn finance minister & V T satheeshan ...... wanna c the highlights .........,V T satheeshan,neutral,13,16
Why Facebook's New Questions Tool Is Good for Brands & Businesses http://ow.ly/4oJXK,Facebook's,positive,1,2
http://t.co/1MbJCdeB Discount Buy Crayola Treasure Adventures http://t.co/S8P9g3ck,Crayola,neutral,3,4
4 Twitter B2B Case Studies - How Tweets Lead to Business http://bit.ly/fjKHPQ,Twitter,neutral,1,2
"The Best Instagram Photos Ever Taken [ PICS ] - As Instagram & # 8217 ; s popularity continues to grow , millions of people ... http://t.co/AvMctDUf",Instagram,neutral,2,3
"The Best Instagram Photos Ever Taken [ PICS ] - As Instagram & # 8217 ; s popularity continues to grow , millions of people ... http://t.co/AvMctDUf",Instagram,positive,11,12
"On behalf of shin , Megaera tweets : I can't speak but I can understand words .",Megaera,neutral,5,6
"I'm at Uniprep's Studio A ( Sequis Centre , Mezzazine Floor , Jakarta Capital Region ) http://t.co/jE3b9uG3",Uniprep's,neutral,2,3
"after Niki Vasilev , presentation on valuation multiples , presentation on real estate investment , time for a case study ....",Niki Vasilev,neutral,1,3
"If we get a brokered convention , I'm supporting @SteveForbesCEO for the #GOP nomination .",@SteveForbesCEO,positive,9,10
I just joined LinkedIn and created my professional profile . Join my network . http://t.co/FQIWQfBt #in,LinkedIn,positive,3,4
"I am Opening #Facebook after a month , There is just too much stuff to read . So good bye Facebook for another week , Till Exams get over .",#Facebook,negative,3,4
"I am Opening #Facebook after a month , There is just too much stuff to read . So good bye Facebook for another week , Till Exams get over .",Facebook,neutral,20,21
Thank you Torri for posting a great photo of this group ! We're proud to stand next to our friends at JTECH ... http://t.co/U6opk25k,Torri,positive,2,3
"The Religion in the sight of Allah is Islam."" ( Qur'an 3 : 19 ) In another verse of the Qur'an , ............",Allah,positive,6,7
@CUBEENTOFFICIAL please bring b2st to america Seattle ! Or canada ! Please we fans have been waiting for soooo long !,b2st,positive,3,4
#nowplaying Joan Amatrading - The very best of .. Memories don't live like people do,Joan Amatrading,positive,1,3
How difficult is it to get an NHS dentist ?,NHS,neutral,7,8
Tony Romo among DFW celebrity golfers at AT & T Pro-Am : When Dallas Cowboys quarterback Tony Romo tees off today w ... http://t.co/sCgb3nwJ,Tony Romo,neutral,0,2
Tony Romo among DFW celebrity golfers at AT & T Pro-Am : When Dallas Cowboys quarterback Tony Romo tees off today w ... http://t.co/sCgb3nwJ,AT & T,neutral,7,10
Tony Romo among DFW celebrity golfers at AT & T Pro-Am : When Dallas Cowboys quarterback Tony Romo tees off today w ... http://t.co/sCgb3nwJ,Dallas Cowboys,neutral,13,15
Tony Romo among DFW celebrity golfers at AT & T Pro-Am : When Dallas Cowboys quarterback Tony Romo tees off today w ... http://t.co/sCgb3nwJ,Tony Romo,neutral,16,18
5 Ways to Stay Motivated with Mark Sanborn http://t.co/nDCtR2Uc http://t.co/WCAtuuTj,Mark Sanborn,positive,6,8
Rush Limbaugh Continues To Apologize As Advertiser Boycott Rises To 12 http://t.co/hdNEzyPO,Rush Limbaugh,neutral,0,2
"@AchilleEmana hi Emana , I would like to thank you for attending the Saudi match against thailand .",Emana,positive,2,3
IBM and HP Dominated Server Sales Last Quarter : IBM and Hewlett-Packard remained the top tw ... http://t.co/904H5lOF http://t.co/SuNDgw5S,IBM,positive,0,1
IBM and HP Dominated Server Sales Last Quarter : IBM and Hewlett-Packard remained the top tw ... http://t.co/904H5lOF http://t.co/SuNDgw5S,HP,neutral,2,3
IBM and HP Dominated Server Sales Last Quarter : IBM and Hewlett-Packard remained the top tw ... http://t.co/904H5lOF http://t.co/SuNDgw5S,IBM,positive,9,10
IBM and HP Dominated Server Sales Last Quarter : IBM and Hewlett-Packard remained the top tw ... http://t.co/904H5lOF http://t.co/SuNDgw5S,Hewlett-Packard,positive,11,12
Egypt : ABC News' Christiane Amanpour Exclusive Interview with President Mubarak - ABC News http://abcn.ws/fl3l7Z,ABC News',neutral,2,4
Egypt : ABC News' Christiane Amanpour Exclusive Interview with President Mubarak - ABC News http://abcn.ws/fl3l7Z,Christiane Amanpour,neutral,4,6
Egypt : ABC News' Christiane Amanpour Exclusive Interview with President Mubarak - ABC News http://abcn.ws/fl3l7Z,President Mubarak,neutral,9,11
Egypt : ABC News' Christiane Amanpour Exclusive Interview with President Mubarak - ABC News http://abcn.ws/fl3l7Z,ABC News,neutral,12,14
Lol lol RT @allkpop : [ Spoiler : Running Man ] Kim Jong Kook is betrayed by Haha http://t.co/U1FHxYLw,Kim Jong Kook,neutral,11,14
Lol lol RT @allkpop : [ Spoiler : Running Man ] Kim Jong Kook is betrayed by Haha http://t.co/U1FHxYLw,Haha,negative,17,18
http://t.co/mNzNxkM2 When will the Madoff segment from tonight be available on the website ?,Madoff,neutral,4,5
BBC News - Balloon launching world record broken http://t.co/9mgZ6G8i,BBC News,neutral,0,2
@JColeNC jCole Ur concert Ã?Å? Abu Dhabi was amazing I loved it so much & I love you so much you got a simple style & ur music is so simple,jCole,positive,1,2
Little Known Facts About Frasier's Kelsey Grammer ( ContributorNetwork ) http://bit.ly/ooMhgA,Kelsey Grammer,neutral,5,7
Little Known Facts About Frasier's Kelsey Grammer ( ContributorNetwork ) http://bit.ly/ooMhgA,ContributorNetwork,neutral,8,9
@AchilleEmana Gd luck Emana in the first match in our league,Emana,positive,3,4
Have you seen our new FB Page ? - http://t.co/aPeV4t1Z,FB,neutral,5,6
"via @kleopatra2009 : Stock up on Frankie B jeans , shorts and legging for up to 60 % off ! Sign up and RT ! http://lx.im/1b0wv - ad",Frankie B,positive,6,8
The MomÂ?s Guide to Traveling w/Kids by Allison Umbricht | @travelal http://bit.ly/ab7D8z | Interview using @vodburner,Allison Umbricht,positive,7,9
"As Viadeo Shelves IPO , LinkedIn Set To Begin Trading On Thursday http://tcrn.ch/m9QQVO",Viadeo,neutral,1,2
"As Viadeo Shelves IPO , LinkedIn Set To Begin Trading On Thursday http://tcrn.ch/m9QQVO",LinkedIn,neutral,5,6
#SriLanka #News 5th & final ODI between SL & Pakistan to be played today http://t.co/uO8b8m9P,Pakistan,neutral,9,10
"US Airways Shares Slip Despite Merger Chance , Strong Demand - TheStreet - http://t.co/glyNc2k7",US Airways,neutral,0,2
"US Airways Shares Slip Despite Merger Chance , Strong Demand - TheStreet - http://t.co/glyNc2k7",TheStreet,neutral,11,12
I voted for Adam Lambert - Better Than I Know Myself on this week's #VH1Top20 Countdown . http://t.co/VPLeynuU,Adam Lambert,positive,3,5
"How To Learn Forex Trading And Earn Money Trading Online - Product DescriptionI am NOT going to promise you huge , ... http://t.co/sjaQ9aVQ",Forex,neutral,3,4
How has Twitter influenced your life ? Weigh the pros and con s; then change .,Twitter,neutral,2,3
Fuck guys !!! I want a Dodge Challenger lol #RAW,Dodge,positive,6,7
"http://t.co/BFPjrESq As promised , Google+ is now obtainable for Google Apps users . Administrators can allow the new service from the control",Google+,positive,4,5
"http://t.co/BFPjrESq As promised , Google+ is now obtainable for Google Apps users . Administrators can allow the new service from the control",Google,neutral,9,10
We are currently looking for MMO's based in Australia region for very interesting jobs . Contact Mark Foster : mark@dutchgeo.com,Australia,neutral,8,9
We are currently looking for MMO's based in Australia region for very interesting jobs . Contact Mark Foster : mark@dutchgeo.com,Mark Foster,neutral,16,18
Gufiaito Ice Cream http://t.co/n0zD2w8T,Gufiaito Ice Cream,neutral,0,3
@ErinPatrick Thanks Erin much appreciated . Cheers Matt @mattconsidine,Erin,positive,2,3
@ErinPatrick Thanks Erin much appreciated . Cheers Matt @mattconsidine,Matt,positive,7,8
â??Bamdad | Will # IEC â?? s Decision Put an End to # Afghanistan â?? s political crisis ? http://t.co/QwJuRZI via @afbamdad,IEC,positive,4,5
"Credit Suisse : 77 % of carrier execs think WP7 will be the third ecosystem , #WP7 will hit 13 % in 2012 http://t.co/kfLDTmg2",Credit Suisse,neutral,0,2
Preview - Fade ECB Draghi's optimism : Mario Draghi has played such a pivotal role over the past few weeks it is ... http://t.co/hKHq5ntH,Draghi's,positive,4,5
Preview - Fade ECB Draghi's optimism : Mario Draghi has played such a pivotal role over the past few weeks it is ... http://t.co/hKHq5ntH,Mario Draghi,positive,7,9
"We have more whores in the Congress than in a Tijuana brothel ! Listen to this man ! ""Defense Secretary Leon ( cont ) http://t.co/H26lHLCe",Congress,negative,6,7
"We have more whores in the Congress than in a Tijuana brothel ! Listen to this man ! ""Defense Secretary Leon ( cont ) http://t.co/H26lHLCe","""Defense Secretary",neutral,18,20
"We have more whores in the Congress than in a Tijuana brothel ! Listen to this man ! ""Defense Secretary Leon ( cont ) http://t.co/H26lHLCe",Leon,negative,20,21
THE INDEPENDENT WE DEMAND AN APOLOGY FOR UNJUSTLY CALLING THE RULERS OF BAHRAIN TYRANN ... http://twitition.com/fxnhh,THE INDEPENDENT,negative,0,2
@Tharwacolamus please RT : Rally for #Syria tomorrow in #NYC by the UN at 1pm . Come support those Syrians literally dying for freedom !!,RT,positive,2,3
@Tharwacolamus please RT : Rally for #Syria tomorrow in #NYC by the UN at 1pm . Come support those Syrians literally dying for freedom !!,UN,neutral,12,13
@busymommymedia @5minutesformom is pinterest a good place to post kids music videos ? http://t.co/k4BhTXqI,pinterest,neutral,3,4
July 26th @MagdalenIslands schooner Julia F.C . was shipwrecked in 1926 http://t.co/EIOmLea,@MagdalenIslands,neutral,2,3
July 26th @MagdalenIslands schooner Julia F.C . was shipwrecked in 1926 http://t.co/EIOmLea,Julia F.C,neutral,4,6
'Quiet' Arab coalition supports attack on ... JPost - Middle East http://t.co/JYHKCza3 vÃ­a @Jerusalem_Post,JPost,neutral,7,8
Houston billionaires make Forbes Richest People in America list http://t.co/yM8tvfID,Forbes,neutral,3,4
"Precise #News - 'No political differences between Fatah , Hama s': Palestinian Authority president says the two pa ... http://t.co/vIqdP3Rm",Fatah,neutral,7,8
"Precise #News - 'No political differences between Fatah , Hama s': Palestinian Authority president says the two pa ... http://t.co/vIqdP3Rm",Hama s':,neutral,9,11
"Precise #News - 'No political differences between Fatah , Hama s': Palestinian Authority president says the two pa ... http://t.co/vIqdP3Rm",Palestinian Authority president,neutral,11,14
"I posted 8 photos on Facebook in the album ""Summer Camps ! "" http://fb.me/NR9YCtLH",Facebook,neutral,5,6
"Hell nahh ! Each swisher sweet costs $ 3 in Mexico , crazy .",swisher,negative,4,5
Recycled Racer Runs on Veggie Oil and Chocolate : World First Racing proves going green and going fast arent mut .. http://tinyurl.com/ptql8j,World First Racing,positive,9,12
@BlackBerryHelp we have bad BB service in STC in KSA . BB stop working now . And this make you loose your customer for another service,BB,negative,4,5
@BlackBerryHelp we have bad BB service in STC in KSA . BB stop working now . And this make you loose your customer for another service,BB,negative,11,12
I'm at Avenue Zon @ jb http://4sq.com/haksS6,Avenue Zon,neutral,2,4
Attention ! Earthquake is here ! Freedom fries's Bruce Driscoll and Marie Seyrat shake shake shake it ! Director of ... http://t.co/ZUhjGUiG,Bruce Driscoll,neutral,8,10
Attention ! Earthquake is here ! Freedom fries's Bruce Driscoll and Marie Seyrat shake shake shake it ! Director of ... http://t.co/ZUhjGUiG,Marie Seyrat,positive,11,13
"Sports New s: Azarenka fails to meet media , fined $ 4K ( AP ) http://www.sportingtimes.org/4674/azarenka-fails-to-meet-media-fined-4k-ap/",Azarenka,negative,3,4
"Sports New s: Azarenka fails to meet media , fined $ 4K ( AP ) http://www.sportingtimes.org/4674/azarenka-fails-to-meet-media-fined-4k-ap/",AP,neutral,13,14
@Moyade1 cause i was outside . Sorry dude .,@Moyade1,neutral,0,1
Afghans Unconvinced by Karzai Presidency : http://bit.ly/fQFXOD,Karzai,neutral,3,4
WEDNESDAYS = MODEL NIGHTS @GrupoHookah + TURN IT ON BY NEOFREAK @AM_Local @neofreakoficial @garyneder @coolyflys @pbritos @federosenzweig,NEOFREAK,neutral,10,11
VIA Rail train from Niagara Falls to Toronto derails in Burlington ; three dead according to reports .,VIA,neutral,0,1
Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,Sheikh Ahmad Hmoud Al-Sabah,neutral,0,4
Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,william,neutral,13,14
Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,Kate,neutral,15,16
"@13elieveSG Hi SUJU SG fans , Im wondering if anyone has merchandise of Donghae to borrow me as I might need them for a show on Channel U ! : (",SUJU SG,neutral,2,4
"@13elieveSG Hi SUJU SG fans , Im wondering if anyone has merchandise of Donghae to borrow me as I might need them for a show on Channel U ! : (",Donghae,positive,13,14
Grimaldi & Associates - International Consulting Services at your service in 2012 !,Grimaldi & Associates - International Consulting Services,positive,0,7
Selling fast on @GoogleOffers : Up to 57 % off dinner for two at LOKal http://t.co/JARptbdk,LOKal,neutral,14,15
"I liked a @YouTube video http://t.co/MKGWjcgo Joe Jonas dancing during Beautiful People , Best Buy",@YouTube,neutral,3,4
"I liked a @YouTube video http://t.co/MKGWjcgo Joe Jonas dancing during Beautiful People , Best Buy",Joe Jonas,positive,6,8
Our trusty mechanic Mo working hard on a tired out car http://t.co/HoKdShU http://t.co/j2pCvNj,Mo,positive,3,4
Ghazals by Jagjit Singh will be as fresh as ever . Listen to The Ghazhal Maestro ... http://t.co/rIdUDhHs,Jagjit Singh,positive,2,4
NBA 2010-2011 Finals Champions MIAMI HEAT ...... Cant wait !!!,NBA,neutral,0,1
NBA 2010-2011 Finals Champions MIAMI HEAT ...... Cant wait !!!,MIAMI HEAT,positive,4,6
@DaddyBird Haha ! You have to see some of the 'classic' horror flicks - ones that the Ramsay brothers made . =P,Ramsay brothers,positive,17,19
I posted a new photo to Facebook http://t.co/DPKRnlx3,Facebook,neutral,6,7
Scoring is a trying time for Munster : Barry CoughlanTHERE are two ways of looking at Munster â?? s progress to the ... http://t.co/bTo1I1Rh,Barry CoughlanTHERE,neutral,8,10
David Wood shares the TRUE STORY of how his life transformed through the power of internet marketing ... promo http://tinyurl.com/2a5jhpc,David Wood,positive,0,2
Another great item from straightsilverinc on eBay http://www.froo.co/2eQZryF00s,straightsilverinc,positive,4,5
Another great item from straightsilverinc on eBay http://www.froo.co/2eQZryF00s,eBay,neutral,6,7
Key Dems criticize HHS reshuffling of public health fund ( 6/17/10 â?¦ http://bit.ly/9urynn,HHS,neutral,3,4
Depeche Mode founders Vince Clarke and Martin Gore announce new album details | News | http://t.co/DFA1fW08 http://t.co/1zCxqVI7,Depeche Mode,neutral,0,2
Depeche Mode founders Vince Clarke and Martin Gore announce new album details | News | http://t.co/DFA1fW08 http://t.co/1zCxqVI7,Vince Clarke,neutral,3,5
Depeche Mode founders Vince Clarke and Martin Gore announce new album details | News | http://t.co/DFA1fW08 http://t.co/1zCxqVI7,Martin Gore,neutral,6,8
New post : Video Marketing Tips - 3 Ways to Use YouTube Traffic to Achieve Hyper Profit Growth http://bit.ly/9eZNE8,YouTube,neutral,11,12
I posted a new photo to Facebook http://fb.me/tlyRE78d,Facebook,neutral,6,7
Womens Footwear in Mid-Season Sale from Lands End UK http://t.co/rd01QuCj,Lands End UK,neutral,6,9
Want a Free $ 500 Bloomingdales Gift Card ? Here's how . http://www.freestuffplaza.com/freebies/product-samples/bloomingdales-gift-card/,Bloomingdales,neutral,5,6
PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa,PayPal,neutral,0,1
PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa,Facebook,neutral,2,3
PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa,American Banker,neutral,6,8
sponsor http://t.co/FyTEHN4G Enjoy Sizzling Steak with the Family-T.G.I . FRiDAYS entrees at home - with Friday's new frozen Entres !,FRiDAYS,positive,9,10
sponsor http://t.co/FyTEHN4G Enjoy Sizzling Steak with the Family-T.G.I . FRiDAYS entrees at home - with Friday's new frozen Entres !,Friday's,positive,15,16
Twitter Help Center | It looks like I â?? m not following someone I know I â?? ve followed ! http://t.co/Onk1xSQ7 via @support,Twitter,negative,0,1
Unfolded Magazine : Wire Table Light by Chris Oswin at ... : NYC Designer Carrie Parry wins The Green Fashion Comp ... http://t.co/19E6GACJ,Chris Oswin,neutral,7,9
Unfolded Magazine : Wire Table Light by Chris Oswin at ... : NYC Designer Carrie Parry wins The Green Fashion Comp ... http://t.co/19E6GACJ,Carrie Parry,positive,14,16
